association,score,general_aspect,review_text,hotel,location,review_rating
piscina legal,3,instalacoes,"Hotel nao muito bem localizado, longe do centro e relativamente perto do aeroporto. Ar condicionado nao funcionou bem, privada fica de frente para a pia, atrapalhando um pouco. Piscina na cobertura com uma vista legal, e um bar bacana. Porem no verao, durante o horario de pico do sol (Nao da pra fazer muito turismo), a piscina fica muito cheia. ",Holiday Inn Lisbon,Distrito de Lisboa,3
bar bacana,3,comida|instalacoes|zona,"Hotel nao muito bem localizado, longe do centro e relativamente perto do aeroporto. Ar condicionado nao funcionou bem, privada fica de frente para a pia, atrapalhando um pouco. Piscina na cobertura com uma vista legal, e um bar bacana. Porem no verao, durante o horario de pico do sol (Nao da pra fazer muito turismo), a piscina fica muito cheia. ",Holiday Inn Lisbon,Distrito de Lisboa,3
vista legal,3,zona,"Hotel nao muito bem localizado, longe do centro e relativamente perto do aeroporto. Ar condicionado nao funcionou bem, privada fica de frente para a pia, atrapalhando um pouco. Piscina na cobertura com uma vista legal, e um bar bacana. Porem no verao, durante o horario de pico do sol (Nao da pra fazer muito turismo), a piscina fica muito cheia. ",Holiday Inn Lisbon,Distrito de Lisboa,3
piscina muito cheia,2,instalacoes,"Hotel nao muito bem localizado, longe do centro e relativamente perto do aeroporto. Ar condicionado nao funcionou bem, privada fica de frente para a pia, atrapalhando um pouco. Piscina na cobertura com uma vista legal, e um bar bacana. Porem no verao, durante o horario de pico do sol (Nao da pra fazer muito turismo), a piscina fica muito cheia. ",Holiday Inn Lisbon,Distrito de Lisboa,3
hotel agradavel,5,hotel,"Hotel agradavel, longe do centro e perto do aeroporto. Bons restaurantes nas proximidades (indicados pelos atendentes do hotel) otimo atendimento. Tem estacionamento, porem pago. Quartos razoaveis com wi-fi gratis",Holiday Inn Lisbon,Distrito de Lisboa,3
centro longe,2,instalacoes|zona|localizacao,"Hotel agradavel, longe do centro e perto do aeroporto. Bons restaurantes nas proximidades (indicados pelos atendentes do hotel) otimo atendimento. Tem estacionamento, porem pago. Quartos razoaveis com wi-fi gratis",Holiday Inn Lisbon,Distrito de Lisboa,3
aeroporto perto,3,zona|localizacao,"Hotel agradavel, longe do centro e perto do aeroporto. Bons restaurantes nas proximidades (indicados pelos atendentes do hotel) otimo atendimento. Tem estacionamento, porem pago. Quartos razoaveis com wi-fi gratis",Holiday Inn Lisbon,Distrito de Lisboa,3
bons restaurantes,2,comida,"Hotel agradavel, longe do centro e perto do aeroporto. Bons restaurantes nas proximidades (indicados pelos atendentes do hotel) otimo atendimento. Tem estacionamento, porem pago. Quartos razoaveis com wi-fi gratis",Holiday Inn Lisbon,Distrito de Lisboa,3
atendimento otimo,5,servico,"Hotel agradavel, longe do centro e perto do aeroporto. Bons restaurantes nas proximidades (indicados pelos atendentes do hotel) otimo atendimento. Tem estacionamento, porem pago. Quartos razoaveis com wi-fi gratis",Holiday Inn Lisbon,Distrito de Lisboa,3
quartos razoaveis,3,instalacoes,"Hotel agradavel, longe do centro e perto do aeroporto. Bons restaurantes nas proximidades (indicados pelos atendentes do hotel) otimo atendimento. Tem estacionamento, porem pago. Quartos razoaveis com wi-fi gratis",Holiday Inn Lisbon,Distrito de Lisboa,3
wi fi gratis,3,equipamento,"Hotel agradavel, longe do centro e perto do aeroporto. Bons restaurantes nas proximidades (indicados pelos atendentes do hotel) otimo atendimento. Tem estacionamento, porem pago. Quartos razoaveis com wi-fi gratis",Holiday Inn Lisbon,Distrito de Lisboa,3
atendimento bom,4,servico,"Simples, mais com um bom atendimento, otima localizacao, pode passear ape ate a baixa de lisboa, e perto das principais avenidas comerciais, proximo de muitos pontos turisticos, otimo pra quem busca uma estadia rapida e com bom preco. ",Hotel Princesa Lisboa Centro,Distrito de Lisboa,3
localizacao otima,5,localizacao,"Simples, mais com um bom atendimento, otima localizacao, pode passear ape ate a baixa de lisboa, e perto das principais avenidas comerciais, proximo de muitos pontos turisticos, otimo pra quem busca uma estadia rapida e com bom preco. ",Hotel Princesa Lisboa Centro,Distrito de Lisboa,3
principais avenidas comerciais perto,3,zona|localizacao,"Simples, mais com um bom atendimento, otima localizacao, pode passear ape ate a baixa de lisboa, e perto das principais avenidas comerciais, proximo de muitos pontos turisticos, otimo pra quem busca uma estadia rapida e com bom preco. ",Hotel Princesa Lisboa Centro,Distrito de Lisboa,3
estadia otimo,5,estadia,"Simples, mais com um bom atendimento, otima localizacao, pode passear ape ate a baixa de lisboa, e perto das principais avenidas comerciais, proximo de muitos pontos turisticos, otimo pra quem busca uma estadia rapida e com bom preco. ",Hotel Princesa Lisboa Centro,Distrito de Lisboa,3
estadia rapida,3,estadia,"Simples, mais com um bom atendimento, otima localizacao, pode passear ape ate a baixa de lisboa, e perto das principais avenidas comerciais, proximo de muitos pontos turisticos, otimo pra quem busca uma estadia rapida e com bom preco. ",Hotel Princesa Lisboa Centro,Distrito de Lisboa,3
preco bom,4,preco,"Simples, mais com um bom atendimento, otima localizacao, pode passear ape ate a baixa de lisboa, e perto das principais avenidas comerciais, proximo de muitos pontos turisticos, otimo pra quem busca uma estadia rapida e com bom preco. ",Hotel Princesa Lisboa Centro,Distrito de Lisboa,3
atendimento bom,4,servico,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
localizacao otima,5,localizacao,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
vista bela,5,zona,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
restaurante bom,4,comida,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
precos acessiveis,4,preco,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
comida boa,3,comida,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
atendimento muito bom,4,servico,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
atendimento cordial,3,servico,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
estacionamento gratis,3,instalacoes,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
wi fi disponivel,3,equipamento,"Bom atendimento, otima localizacao junto a orla e marina de Oeiras , com uma bela vista para o estuario do Tejo. Bom restaurante com boa comida e precos bem acessiveis. Atendimento muito bom e cordial. Precisando de reparos na estrutura, principalmente na parte hidraulica. Wi Fi so disponivel na portaria. Play ground para as criancas e estacionamento gratis junto a cada apartamento. ",Inatel Oeiras,Distrito de Lisboa,3
atendimento bom,4,servico,"Bom atendimento, otima localizacao, pequeno almoco muito bom, precos razoaveis, quarto para turista boa cama para descanso, casa de banho boa. Apesar de nao ser tao grande, vale a pena pelo custo beneficio. . ",Hotel Avenida Palace,Distrito de Lisboa,4
localizacao otima,5,localizacao,"Bom atendimento, otima localizacao, pequeno almoco muito bom, precos razoaveis, quarto para turista boa cama para descanso, casa de banho boa. Apesar de nao ser tao grande, vale a pena pelo custo beneficio. . ",Hotel Avenida Palace,Distrito de Lisboa,4
pequeno almoco muito bom,4,comida,"Bom atendimento, otima localizacao, pequeno almoco muito bom, precos razoaveis, quarto para turista boa cama para descanso, casa de banho boa. Apesar de nao ser tao grande, vale a pena pelo custo beneficio. . ",Hotel Avenida Palace,Distrito de Lisboa,4
almoco muito bom,4,comida,"Bom atendimento, otima localizacao, pequeno almoco muito bom, precos razoaveis, quarto para turista boa cama para descanso, casa de banho boa. Apesar de nao ser tao grande, vale a pena pelo custo beneficio. . ",Hotel Avenida Palace,Distrito de Lisboa,4
precos razoaveis,3,preco,"Bom atendimento, otima localizacao, pequeno almoco muito bom, precos razoaveis, quarto para turista boa cama para descanso, casa de banho boa. Apesar de nao ser tao grande, vale a pena pelo custo beneficio. . ",Hotel Avenida Palace,Distrito de Lisboa,4
cama boa,3,equipamento,"Bom atendimento, otima localizacao, pequeno almoco muito bom, precos razoaveis, quarto para turista boa cama para descanso, casa de banho boa. Apesar de nao ser tao grande, vale a pena pelo custo beneficio. . ",Hotel Avenida Palace,Distrito de Lisboa,4
casa de banho boa,3,instalacoes,"Bom atendimento, otima localizacao, pequeno almoco muito bom, precos razoaveis, quarto para turista boa cama para descanso, casa de banho boa. Apesar de nao ser tao grande, vale a pena pelo custo beneficio. . ",Hotel Avenida Palace,Distrito de Lisboa,4
servico altissima qualidade,4,servico,"Hoje, ja nao e sustentavel construir e equipar uma maravilha hoteleira como este Hotel! Com espacos muito generosos, quartos ""de sonho"" e um servico de altissima Qualidade, tem sido sempre gerido para honrar a hotelaria portuguesa. Excelente! ",Hotel Avenida Palace,Distrito de Lisboa,5
espacos muito generosos,3,instalacoes,"Hoje, ja nao e sustentavel construir e equipar uma maravilha hoteleira como este Hotel! Com espacos muito generosos, quartos ""de sonho"" e um servico de altissima Qualidade, tem sido sempre gerido para honrar a hotelaria portuguesa. Excelente! ",Hotel Avenida Palace,Distrito de Lisboa,5
hotelaria honrar,3,comida|instalacoes|zona,"Hoje, ja nao e sustentavel construir e equipar uma maravilha hoteleira como este Hotel! Com espacos muito generosos, quartos ""de sonho"" e um servico de altissima Qualidade, tem sido sempre gerido para honrar a hotelaria portuguesa. Excelente! ",Hotel Avenida Palace,Distrito de Lisboa,5
local privilegiado,3,localizacao,"Situado num local privilegiado da zona de Lisboa, este hotel e, ao que sei, a primeira experiencia do Grupo Vila Gale na gama dos 5 estrelas. Para mim foi uma agradavel surpresa o resultado. O hotel esta concebido sobre a recuperacao de um palacete, ao qual foi acrescentada uma ala nova, ambas em perfeita harmonia. Os quartos sao fantasticos, com muito espaco e tudo o que esperamos num 5* incluindo os roupoes. . . Gostei do detalhe de cada quarto ter o nome de um escritor portugues. Os exteriores do hotel convidam a um passeio pelos jardins, enriquecidos pelas pecas de escultura que proliferam em homenagem aos poetas e escritores portuguesas. O pequeno almoco e perfeito, nao caindo na vulgaridade de ser ""farta brutos"" so por ser 5*. Esta tudo disponivel para escolhermos, mas os quentes, a meu ver bem, sao pedidos a carta, permitindo que escolhamos as quantidades que queremos desfrutando do feito na hora especialmente para nos: um exemplo a seguir. Para quem vem de fora de Lisboa, a localizacao do hotel permite ainda desfrutar a vista da marginal e dos restaurantes vizinhos, tambem conhecidos pela qualidade superior. ",Vila Gale Collection Palacio dos Arcos,Distrito de Lisboa,5
